Year,Make,Model,Location,Price,Mileage,URL
2022,Kia,['sportage'],"Melbourne, VIC",42000,15K km,/marketplace/item/602656288628987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Kia,"['sorrento', 'auto!', 'reg', 'n', 'rwc!', 'low', 'kms!!!!', 'buy', 'now!!!']","Melbourne, VIC",39980,26K km,/marketplace/item/1011693273603905/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['carnival'],"Melbourne, VIC",46990,55K km,/marketplace/item/2578729385616668/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['sorento'],"Melbourne, VIC",27500,34K km,/marketplace/item/265608692638011/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['stinger'],"Melbourne, VIC",37999,93K km,/marketplace/item/640666391587843/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,"['cerato', 'gt', 'sedan']","Melbourne, VIC",33990,26K km,/marketplace/item/698575015551242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Kia,['seltos'],"Melbourne, VIC",27000,34K km,/marketplace/item/652783753400970/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['sorento'],"Melbourne, VIC",23990,119K km,/marketplace/item/1077540243697034/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Kia,['carnival'],"Melbourne, VIC",9800,167K km,/marketplace/item/1559827531449164/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['sorento', 'gt-line', 'awd', 'diesel']","Melbourne, VIC",70200,9.9K km,/marketplace/item/1264815698253061/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['stinger'],"Melbourne, VIC",59990,25K km,/marketplace/item/7252462384871562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Kia,['carnival'],"Melbourne, VIC",10999,187K km,/marketplace/item/336642869276739/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['sorento'],"Melbourne, VIC",31990,62K km,/marketplace/item/808381431302881/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Kia,"['stinger', 'gt']","Melbourne, VIC",45980,,/marketplace/item/706497041251335/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['carnival'],"Melbourne, VIC",32000,19K km,/marketplace/item/1048392173119291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['clc', '200', 'kompressor']","Melbourne, VIC",3500,56K km,/marketplace/item/397259012839849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['200c'],"Melbourne, VIC",10000,183K km,/marketplace/item/2245169212343084/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['mercedes', 'sprinter']","Melbourne, VIC",12346,1.3K km,/marketplace/item/1028091978475847/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,,"Melbourne, VIC",12000,183K km,/marketplace/item/734242328176601/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['a250', 'sport']","Melbourne, VIC",17000,178K km,/marketplace/item/697428642286273/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,['c-class'],"Melbourne, VIC",31500,84K km,/marketplace/item/1072893684137753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,,"Wollert, VIC",18000,135K km,/marketplace/item/364884832922053/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c', 'class', 'amg', 'line']","Melbourne, VIC",36800,91K km,/marketplace/item/1041100670299739/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,['a-class'],"Melbourne, VIC",28680,68K km,/marketplace/item/2661949100647911/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['c250', 'cdi', 'with', 'road', 'worthy', 'cert']","Melbourne, VIC",13500,168K km,/marketplace/item/1061765715027357/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,['e-class'],"Melbourne, VIC",19990,159K km,/marketplace/item/1353336148635132/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,,"Melbourne, VIC",39499,105K km,/marketplace/item/355725887245588/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['e200', 'convertible', 'only', '28,000']","Melbourne, VIC",35988,28K km,/marketplace/item/1556174268546575/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,,"Melbourne, VIC",17600,180K km,/marketplace/item/701733952012080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c218', 'cls250', 'cdi', 'coupe', '4dr', '7g-tro']","Melbourne, VIC",25000,153K km,/marketplace/item/358255310138748/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['c-class'],"Melbourne, VIC",50500,70K km,/marketplace/item/1680355592491327/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,['c-class'],"Melbourne, VIC",35000,51K km,/marketplace/item/393148923229620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['ml250', 'bluetec', 'mercedes', 'benz']","Melbourne, VIC",24000,162K km,/marketplace/item/1842868686132307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,['a-class'],"Melbourne, VIC",29888,86K km,/marketplace/item/2122017211481976/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['c-class'],"Melbourne, VIC",56500,32K km,/marketplace/item/1742192746216356/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,,"Melbourne, VIC",75000,50K km,/marketplace/item/1967481273706849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,['c-class'],"Melbourne, VIC",24000,180K km,/marketplace/item/2233171103542963/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,,"Melbourne, VIC",16000,56K km,/marketplace/item/7072411476207063/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['ml350', 'blue', 'tech']","Melbourne, VIC",28500,106K km,/marketplace/item/1299623590742188/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Volvo,['s60'],"Mornington, VIC",14999,88K km,/marketplace/item/396879442887453/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Volvo,['v60'],"Melbourne, VIC",14500,110K km,/marketplace/item/395813063007890/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Volvo,['xc40'],"Melbourne, VIC",46000,50K km,/marketplace/item/808082397658639/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Volvo,['xc40'],"Melbourne, VIC",42000,32K km,/marketplace/item/1051618802757104/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Volvo,['xc60'],"Melbourne, VIC",51990,35K km,/marketplace/item/867454394974750/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Volvo,['xc40'],"Melbourne, VIC",76990,6.5K km,/marketplace/item/209059998881606/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Volvo,"['v40', 'cross', 'country', 't5', 'luxury']","Melbourne, VIC",21000,78K km,/marketplace/item/866922521681976/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['stonic'],"Melbourne, VIC",23000,19K km,/marketplace/item/1117261753033988/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,['niro'],"Ballarat, VIC",76290,300 km,/marketplace/item/1459886191599839/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,"['sg2', 'ev', 's', 'wagon']","Melbourne, VIC",50990,,/marketplace/item/2036200833417049/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Kia,['sportage'],"Melbourne, VIC",28500,25K km,/marketplace/item/338089572385444/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['sportage'],"Melbourne, VIC",55000,16K km,/marketplace/item/1328826277836521/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,"['ae', 'ioniq', 'ev']","Melbourne, VIC",26100,46K km,/marketplace/item/1052621949189837/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['ioniq', 'ae.3', 'my20', 'electric', 'elite']","Melbourne, VIC",33500,24K km,/marketplace/item/1183587996363108/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,"['ionic', '5']","Melbourne, VIC",76500,31K km,/marketplace/item/2045515469125379/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Hyundai,['elantra'],"Melbourne, VIC",13498,173K km,/marketplace/item/255574644231074/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['ioniq', 'electric', 'premium']","Melbourne, VIC",41900,22K km,/marketplace/item/3448891078657531/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['ioniq', '5']","Mornington, VIC",71900,28K km,/marketplace/item/748614603683583/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Hyundai,"['ionic', 'ae2', 'hybrid', 'elite']","Melbourne, VIC",24000,59K km,/marketplace/item/709468237904388/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,['x1'],"Melbourne, VIC",56000,8K km,/marketplace/item/728906065574187/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,['x7'],"Melbourne, VIC",109000,57K km,/marketplace/item/2295797007476383/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,['x1'],"Melbourne, VIC",34000,110K km,/marketplace/item/302810075547472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BYD,"['atto3', 'extended', 'range']","Melbourne, VIC",47000,25K km,/marketplace/item/747355240223725/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Hyundai,['kona'],"Melbourne, VIC",52950,5.5K km,/marketplace/item/284389987686018/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['kona', 'electric', 'long', 'range']","Melbourne, VIC",38000,79K km,/marketplace/item/921986479491882/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,['kona'],"Gisborne, VIC",25000,86K km,/marketplace/item/1451021672429586/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,['kona'],"Melbourne, VIC",38500,61K km,/marketplace/item/713697256944565/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Hyundai,['accent'],"Melbourne, VIC",12990,122K km,/marketplace/item/366461525999666/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,['kona'],"Torquay, VIC",25000,58K km,/marketplace/item/244353784966860/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,"['ae', 'ioniq', 'ev']","Melbourne, VIC",26100,46K km,/marketplace/item/1052621949189837/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,['kona'],"Melbourne, VIC",50500,13K km,/marketplace/item/251937854302767/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['ioniq', 'ae.3', 'my20', 'electric', 'elite']","Melbourne, VIC",33500,24K km,/marketplace/item/1183587996363108/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['ioniq', 'electric', 'premium']","Melbourne, VIC",41900,22K km,/marketplace/item/3448891078657531/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,['kona'],"Melbourne, VIC",25299,116K km,/marketplace/item/1845701239180131/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,['kona'],"Melbourne, VIC",29999,26K km,/marketplace/item/1232066917750892/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Hyundai,"['highlander', 'ix35']","Melbourne, VIC",11000,180K km,/marketplace/item/686736626179391/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,['kona'],"Melbourne, VIC",48988,18K km,/marketplace/item/1779293592574719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Hyundai,['venue'],"Melbourne, VIC",28807,6.1K km,/marketplace/item/2190743097939783/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Hyundai,['veloster'],"Melbourne, VIC",13999,69K km,/marketplace/item/3225365910928526/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,['i30'],"Melbourne, VIC",18000,70K km,/marketplace/item/1055860092324655/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,['ix3'],"Melbourne, VIC",78499,44K km,/marketplace/item/689694700010640/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,['x1'],"Melbourne, VIC",56000,8K km,/marketplace/item/728906065574187/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,['x7'],"Melbourne, VIC",109000,57K km,/marketplace/item/2295797007476383/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,BMW,['x1'],"Melbourne, VIC",11000,110K km,/marketplace/item/894821615371493/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['clc', '200', 'kompressor']","Melbourne, VIC",3500,56K km,/marketplace/item/397259012839849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['200c'],"Melbourne, VIC",10000,183K km,/marketplace/item/2245169212343084/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Mercedes-Benz,"['eqb', '350', '4matic']","Melbourne, VIC",102000,800 km,/marketplace/item/1104442947595842/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['mercedes', 'sprinter']","Melbourne, VIC",12346,1.3K km,/marketplace/item/1028091978475847/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,['a-class'],"Melbourne, VIC",28680,68K km,/marketplace/item/2661949100647911/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['e200', 'convertible', 'only', '28,000']","Melbourne, VIC",35988,28K km,/marketplace/item/1556174268546575/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,,"Melbourne, VIC",39499,105K km,/marketplace/item/355725887245588/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c', 'class', 'amg', 'line']","Melbourne, VIC",36800,91K km,/marketplace/item/1041100670299739/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,['c-class'],"Melbourne, VIC",31500,84K km,/marketplace/item/1072893684137753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,,"Wollert, VIC",18000,135K km,/marketplace/item/364884832922053/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,['e-class'],"Melbourne, VIC",19990,159K km,/marketplace/item/1353336148635132/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['c250', 'cdi', 'with', 'road', 'worthy', 'cert']","Melbourne, VIC",13500,168K km,/marketplace/item/1061765715027357/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,,"Melbourne, VIC",17600,180K km,/marketplace/item/701733952012080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['a250', 'sport']","Melbourne, VIC",17000,178K km,/marketplace/item/697428642286273/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,['c-class'],"Melbourne, VIC",36900,70K km,/marketplace/item/881384420201489/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c250d', 'amg', 'sports', 'package']","Melbourne, VIC",18800,165K km,/marketplace/item/694897219431750/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['ml250', 'bluetec', 'mercedes', 'benz']","Melbourne, VIC",24000,162K km,/marketplace/item/1842868686132307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,['a-class'],"Melbourne, VIC",29888,86K km,/marketplace/item/2122017211481976/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c218', 'cls250', 'cdi', 'coupe', '4dr', '7g-tro']","Melbourne, VIC",25000,153K km,/marketplace/item/358255310138748/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['c-class'],"Melbourne, VIC",50500,70K km,/marketplace/item/1680355592491327/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,['c-class'],"Melbourne, VIC",35000,51K km,/marketplace/item/393148923229620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,,"Melbourne, VIC",75000,50K km,/marketplace/item/1967481273706849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['c-class'],"Melbourne, VIC",56500,32K km,/marketplace/item/1742192746216356/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
