Year,Make,Model,Price,Location,Mileage,Fuel Type,URL
2023,Nissan,X-TRAIL,"$37,888*Excl. Govt. Charges","Morley, WA","14,569 km",Petrol,drive.com.au/cars-for-sale/car/969492269/
2015,Holden,Special Vehicles GTS,"$108,990*Excl. Govt. Charges","Midland, WA","45,000 km",Petrol,drive.com.au/cars-for-sale/car/969492270/
2015,Holden,Special Vehicles GTS,"$108,990*Excl. Govt. Charges","Midland, WA","45,000 km",Petrol,drive.com.au/cars-for-sale/car/969492271/
2018,Mazda,6,"$27,999Drive Away","Chermside, QLD","73,691 km",Petrol,drive.com.au/cars-for-sale/car/969492277/
2017,Land,Rover Discovery,"$49,888Drive Away",QLD,"148,102 km",Diesel,drive.com.au/cars-for-sale/car/969492278/
2017,Nissan,X-TRAIL,"$27,822Drive Away","Gosnells, WA","67,247 km",Petrol,drive.com.au/cars-for-sale/car/969492313/
2023,Chery,OMODA 5,"$31,990Drive Away","Cranbourne, VIC","12,181 km",Petrol,drive.com.au/cars-for-sale/car/969492315/
2023,Volkswagen,Tiguan,"$68,741Drive Away","Epping, VIC",29 km,Diesel,drive.com.au/cars-for-sale/car/969492322/
2022,Mercedes-Benz,GLC-Class,"$64,990Drive Away","South Melbourne, VIC","39,895 km",Petrol,drive.com.au/cars-for-sale/car/969492324/
2009,Nissan,Patrol,"$28,867Drive Away","Como, WA","242,841 km",Diesel,drive.com.au/cars-for-sale/car/969492335/
2018,Chevrolet,Camaro,"$99,999*Excl. Govt. Charges","Gosnells, WA","25,413 km",Petrol,drive.com.au/cars-for-sale/car/969492337/
2016,Mercedes-Benz,C-Class,"$59,638Drive Away","Edgewater, WA","55,263 km",Petrol,drive.com.au/cars-for-sale/car/969492349/
2019,Volkswagen,Tiguan,"$36,990*Excl. Govt. Charges","Gosnells, WA","51,148 km",Petrol,drive.com.au/cars-for-sale/car/969492357/
2023,Kia,Sorento,"$65,705Drive Away","Mackay, QLD",10 km,Diesel,drive.com.au/cars-for-sale/car/969492038/
2012,Holden,Commodore,"$27,760Drive Away","Penrith, NSW","160,181 km",Petrol,drive.com.au/cars-for-sale/car/969492015/
2021,Volkswagen,Crafter,"$59,980Drive Away","Acacia Ridge, QLD","52,075 km",Diesel,drive.com.au/cars-for-sale/car/969492063/
2020,Toyota,Corolla,"$35,935Drive Away","Penrith, NSW","16,990 km",Petrol,drive.com.au/cars-for-sale/car/969492025/
2022,Subaru,Forester,"$44,225Drive Away","Gosnells, WA","10,885 km",Petrol,drive.com.au/cars-for-sale/car/969492096/
2023,Kia,Cerato,"$35,025Drive Away","Mackay, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969492037/
2014,Holden,Special Vehicles GTS,"$90,524Drive Away","Gosnells, WA","98,000 km",Petrol,drive.com.au/cars-for-sale/car/969492097/
2020,Mercedes-Benz,Sprinter,"$67,980Drive Away","Acacia Ridge, QLD","136,027 km",Diesel,drive.com.au/cars-for-sale/car/969492061/
2020,Mercedes-Benz,Sprinter,"$67,980Drive Away","Acacia Ridge, QLD","136,027 km",Diesel,drive.com.au/cars-for-sale/car/969492110/
2023,Nissan,X-TRAIL,"$52,110Drive Away","Gosnells, WA","6,000 km",Petrol,drive.com.au/cars-for-sale/car/969492094/
2014,Volkswagen,Transporter,"$27,980Drive Away","Acacia Ridge, QLD","96,718 km",Diesel,drive.com.au/cars-for-sale/car/969492112/
2018,Nissan,X-TRAIL,"$27,220*Excl. Govt. Charges","Eagle Farm, QLD","42,981 km",Petrol,drive.com.au/cars-for-sale/car/969492107/
2023,Volkswagen,Amarok,"$58,888Drive Away","Botany , NSW",25 km,Diesel,drive.com.au/cars-for-sale/car/969492122/
2021,Volkswagen,Crafter,"$59,980Drive Away","Acacia Ridge, QLD","52,075 km",Diesel,drive.com.au/cars-for-sale/car/969492108/
2023,Volkswagen,Amarok,"$58,888Drive Away","Botany , NSW",25 km,Diesel,drive.com.au/cars-for-sale/car/969492123/
2018,Ford,Ranger,"$45,700Drive Away","Medindie , SA","94,810 km",Diesel,drive.com.au/cars-for-sale/car/969492119/
2023,Volkswagen,Amarok,"$58,888Drive Away","Botany , NSW",25 km,Diesel,drive.com.au/cars-for-sale/car/969492124/
2023,Mazda,CX-5,"$44,988Drive Away","Arncliffe, NSW",7 km,Petrol,drive.com.au/cars-for-sale/car/969492120/
2015,Mercedes-Benz,CLA-Class,"$46,990*Excl. Govt. Charges","Canning Vale, WA","94,513 km",Petrol,drive.com.au/cars-for-sale/car/969492135/
2023,Volkswagen,Amarok,"$58,888Drive Away","Botany , NSW",25 km,Diesel,drive.com.au/cars-for-sale/car/969492121/
2018,Jeep,Grand Cherokee,"$29,900Drive Away","Bundoora, VIC","58,180 km",Petrol,drive.com.au/cars-for-sale/car/969492162/
2012,Holden,Commodore,"$24,631Drive Away","Como, WA","175,820 km",Petrol,drive.com.au/cars-for-sale/car/969492129/
2022,MG,MG3,"$17,500Drive Away","Bundoora, VIC","14,994 km",Petrol,drive.com.au/cars-for-sale/car/969492163/
2016,Mitsubishi,Triton,"$29,990*Excl. Govt. Charges","Canning Vale, WA","139,664 km",Diesel,drive.com.au/cars-for-sale/car/969492132/
2018,Jeep,Grand Cherokee,"$29,900Drive Away","Bundoora, VIC","58,180 km",Petrol,drive.com.au/cars-for-sale/car/969492166/
2013,Hyundai,ix35,"$18,990Drive Away","Brendale, QLD","63,823 km",Petrol,drive.com.au/cars-for-sale/car/969492143/
2018,Hyundai,Santa Fe,"$35,888Drive Away",QLD,"167,861 km",Diesel,drive.com.au/cars-for-sale/car/969492145/
2017,Kia,Sorento,"$24,995Drive Away","Brendale, QLD","104,761 km",Diesel,drive.com.au/cars-for-sale/car/969492175/
2011,Lexus,IS,"$18,630Drive Away",QLD,"93,345 km",Petrol,drive.com.au/cars-for-sale/car/969492146/
2016,Hyundai,Tucson,"$18,990Drive Away","Brendale, QLD","112,511 km",Petrol,drive.com.au/cars-for-sale/car/969492176/
2023,Kia,Carnival,"$68,215Drive Away","Mackay, QLD",10 km,Diesel,drive.com.au/cars-for-sale/car/969492153/
2022,MG,MG3,"$17,500Drive Away","Bundoora, VIC","14,994 km",Petrol,drive.com.au/cars-for-sale/car/969492164/
2022,Isuzu,D-MAX,"$57,990Drive Away","Kedron, QLD","22,067 km",Diesel,drive.com.au/cars-for-sale/car/969492173/
2017,Mitsubishi,Lancer,"$20,995Drive Away","Brendale, QLD","56,848 km",Petrol,drive.com.au/cars-for-sale/car/969492174/
2023,Mazda,CX-9,"$61,040Drive Away","Waitara, NSW",25 km,Petrol,drive.com.au/cars-for-sale/car/969491820/
2023,GWM,Haval Jolion,"$25,990Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491803/
2023,Mazda,BT-50,"$72,590Drive Away","Waitara, NSW",43 km,Diesel,drive.com.au/cars-for-sale/car/969491821/
2019,Volkswagen,Caddy,"$28,990*Excl. Govt. Charges","Eagle Farm, QLD","92,758 km",Petrol,drive.com.au/cars-for-sale/car/969491812/
2023,GWM,Haval Jolion,"$26,485Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491804/
2015,BMW,X3,"$28,900*Excl. Govt. Charges","Doncaster, VIC","96,800 km",Petrol,drive.com.au/cars-for-sale/car/969491816/
2023,GWM,Haval H6GT,"$43,990Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491805/
2023,Mazda,CX-9,"$62,090Drive Away","Waitara, NSW",34 km,Petrol,drive.com.au/cars-for-sale/car/969491819/
2023,GWM,Ute,"$50,490Drive Away","Mackay, QLD",15 km,Diesel,drive.com.au/cars-for-sale/car/969491806/
2015,Alfa,Romeo Giulietta,"$18,990Drive Away","South Melbourne, VIC","56,853 km",Petrol,drive.com.au/cars-for-sale/car/969491823/
2020,Toyota,Landcruiser Prado,"$64,983Drive Away","Essendon   , VIC","69,987 km",Diesel,drive.com.au/cars-for-sale/car/969491841/
2023,Volkswagen,Amarok,"$89,888Drive Away","Botany , NSW",25 km,Petrol,drive.com.au/cars-for-sale/car/969491828/
2016,Hyundai,i30,"$23,568Drive Away",QLD,"108,668 km",Diesel,drive.com.au/cars-for-sale/car/969491869/
2018,MINI,Hatch,"$29,664Drive Away","Phillip, ACT","81,867 km",Petrol,drive.com.au/cars-for-sale/car/969491838/
2022,Haval,Jolion,"$31,990Drive Away","Mackay, QLD","19,115 km",Petrol,drive.com.au/cars-for-sale/car/969491895/
2022,Kia,Cerato,"$26,983Drive Away","Essendon   , VIC","82,171 km",Petrol,drive.com.au/cars-for-sale/car/969491840/
2023,Mazda,CX-8,"$57,890Drive Away","Waitara, NSW",25 km,Petrol,drive.com.au/cars-for-sale/car/969491907/
2014,Kia,Sorento,"$23,568Drive Away",QLD,"191,653 km",Diesel,drive.com.au/cars-for-sale/car/969491868/
2023,Hyundai,i30,"$32,630Drive Away","Nundah, QLD",18 km,Petrol,drive.com.au/cars-for-sale/car/969491955/
2020,Mazda,CX-5,"$30,990Drive Away","Maroochydore, QLD","45,798 km",Petrol,drive.com.au/cars-for-sale/car/969491878/
2013,Toyota,Corolla,"$17,395Drive Away","East Maitland NSW , NSW","82,997 km",Petrol,drive.com.au/cars-for-sale/car/969491884/
2020,BMW,X3,"$54,888Drive Away","Adelaide, SA","51,711 km",Petrol,drive.com.au/cars-for-sale/car/969491890/
2020,Volkswagen,Golf,"$51,475Drive Away","Chatswood, NSW","24,965 km",Petrol,drive.com.au/cars-for-sale/car/969491893/
2018,Toyota,Fortuner,"$49,990Drive Away","Mackay, QLD","87,451 km",Diesel,drive.com.au/cars-for-sale/car/969491894/
2019,Toyota,Landcruiser Prado,"$67,349Drive Away","Pennant Hills, NSW","87,941 km",Diesel,drive.com.au/cars-for-sale/car/969491896/
2023,RAM,1500,"$167,990Drive Away","North Lakes, QLD",45 km,Petrol,drive.com.au/cars-for-sale/car/969491899/
2023,Mazda,CX-8,"$55,683Drive Away","Waitara, NSW",25 km,Petrol,drive.com.au/cars-for-sale/car/969491906/
2023,BMW,X7,"$184,888Drive Away","Mornington , VIC","1,550 km",Diesel,drive.com.au/cars-for-sale/car/969491925/
2013,Hyundai,iLoad,"$16,990Drive Away","West Eagle Farm, QLD","275,487 km",Diesel,drive.com.au/cars-for-sale/car/969491941/
2023,Hyundai,i30,"$32,630Drive Away","Nundah, QLD",18 km,Petrol,drive.com.au/cars-for-sale/car/969491953/
2015,Ford,Ranger,"$33,980Drive Away","Brookvale , NSW","61,074 km",Diesel,drive.com.au/cars-for-sale/car/969491961/
2022,Hyundai,i30,"$31,031Drive Away","Ingle Farm, SA","29,750 km",Petrol,drive.com.au/cars-for-sale/car/969491966/
2018,MINI,Hatch,"$34,888Drive Away","Adelaide, SA","69,695 km",Petrol,drive.com.au/cars-for-sale/car/969491974/
2013,Subaru,XV,"$19,407Drive Away","Willagee, WA","129,414 km",Petrol,drive.com.au/cars-for-sale/car/969491993/
2011,Honda,CR-V,"$13,242Drive Away","Cannington, WA","182,426 km",Petrol,drive.com.au/cars-for-sale/car/969492001/
2014,Mitsubishi,Triton,"$17,499Drive Away","Caboolture, QLD","192,033 km",Diesel,drive.com.au/cars-for-sale/car/969491719/
2019,Mercedes-Benz,C-Class,"$58,888*Excl. Govt. Charges","Canning Vale, WA","47,124 km",Petrol,drive.com.au/cars-for-sale/car/969491671/
2023,GWM,Ute,"$39,490Drive Away","Mackay, QLD",15 km,Diesel,drive.com.au/cars-for-sale/car/969491807/
2018,Kia,Sorento,"$24,791Drive Away","Ingle Farm, SA","182,241 km",Diesel,drive.com.au/cars-for-sale/car/969491646/
2019,Chevrolet,Camaro,"$199,999*Excl. Govt. Charges","Canning Vale, WA","8,529 km",Petrol,drive.com.au/cars-for-sale/car/969491802/
2021,Toyota,Landcruiser,"$99,999*Excl. Govt. Charges","Gosnells, WA","13,500 km",Diesel,drive.com.au/cars-for-sale/car/969491680/
2023,GWM,Haval H6GT,"$43,990Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491808/
2024,Hyundai,i30,"$57,890*Excl. Govt. Charges","Melville, WA",18 km,Petrol,drive.com.au/cars-for-sale/car/969491660/
2023,GWM,Haval Jolion,"$32,485Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491809/
2016,Suzuki,Swift,"$19,690Drive Away","Ingle Farm, SA","40,078 km",Petrol,drive.com.au/cars-for-sale/car/969491648/
2023,GWM,Haval H6GT,"$44,485Drive Away","Mackay, QLD",15 km,Petrol,drive.com.au/cars-for-sale/car/969491810/
2012,Ford,Performance Vehicles GT,"$57,990*Excl. Govt. Charges","Midland, WA","110,000 km",Petrol,drive.com.au/cars-for-sale/car/969491665/
2023,GWM,Ute,"$40,085Drive Away","Mackay, QLD",15 km,Diesel,drive.com.au/cars-for-sale/car/969491811/
2020,Toyota,Camry,"$26,990*Excl. Govt. Charges","Gosnells, WA","68,492 km",Petrol,drive.com.au/cars-for-sale/car/969491682/
2021,SKODA,Karoq,"$26,988*Excl. Govt. Charges","Canning Vale, WA","69,349 km",Petrol,drive.com.au/cars-for-sale/car/969491670/
2022,Toyota,Landcruiser,"$99,999*Excl. Govt. Charges","Gosnells, WA","4,000 km",Diesel,drive.com.au/cars-for-sale/car/969491683/
2022,LDV,G10,"$33,500Drive Away","Moorooka , QLD","6,991 km",Diesel,drive.com.au/cars-for-sale/car/969491672/
2014,Nissan,Navara,"$19,559Drive Away","Caboolture, QLD","132,141 km",Diesel,drive.com.au/cars-for-sale/car/969491696/
2016,Isuzu,D-MAX,"$29,990*Excl. Govt. Charges","Gosnells, WA","107,512 km",Diesel,drive.com.au/cars-for-sale/car/969491679/
2013,Subaru,Forester,"$19,559Drive Away","Caboolture, QLD","67,811 km",Petrol,drive.com.au/cars-for-sale/car/969491697/
2020,Toyota,RAV4,"$42,999*Excl. Govt. Charges","Canning Vale, WA","69,080 km",Petrol,drive.com.au/cars-for-sale/car/969491692/
2014,Volkswagen,Polo,"$15,392Drive Away","Victoria Park, WA","33,124 km",Petrol,drive.com.au/cars-for-sale/car/969491759/
2015,Holden,Captiva,"$12,349Drive Away","Caboolture, QLD","106,621 km",Petrol,drive.com.au/cars-for-sale/car/969491695/
2017,Toyota,C-HR,"$26,999*Excl. Govt. Charges","Canning Vale, WA","71,045 km",Petrol,drive.com.au/cars-for-sale/car/969491798/
2018,Volkswagen,Amarok,"$49,990*Excl. Govt. Charges","Eagle Farm, QLD","82,555 km",Diesel,drive.com.au/cars-for-sale/car/969491703/
2012,Mazda,BT-50,"$14,409Drive Away","Caboolture, QLD","131,091 km",Diesel,drive.com.au/cars-for-sale/car/969491715/
2022,Volvo,XC90,"$109,990Drive Away","Geelong, VIC","11,250 km",Petrol,drive.com.au/cars-for-sale/car/969491704/
2021,Isuzu,D-MAX,"$46,999*Excl. Govt. Charges","Canning Vale, WA","102,232 km",Diesel,drive.com.au/cars-for-sale/car/969491799/
2011,Holden,Captiva,"$10,289Drive Away","Caboolture, QLD","186,711 km",Diesel,drive.com.au/cars-for-sale/car/969491714/
2023,Toyota,Hilux,"$55,888*Excl. Govt. Charges","Canning Vale, WA","38,166 km",Diesel,drive.com.au/cars-for-sale/car/969491800/
2008,Volkswagen,Caddy,"$10,768Drive Away","Victoria Park, WA","177,000 km",Petrol,drive.com.au/cars-for-sale/car/969491758/
2011,Isuzu,D-MAX,"$13,379Drive Away","Caboolture, QLD","234,291 km",Diesel,drive.com.au/cars-for-sale/car/969491716/
2023,Isuzu,D-MAX,"$66,726Drive Away","Springwood, QLD",13 km,Diesel,drive.com.au/cars-for-sale/car/969491791/
2013,Holden,Cruze,"$8,229Drive Away","Caboolture, QLD","187,112 km",Diesel,drive.com.au/cars-for-sale/car/969491717/
2018,Volkswagen,Golf,"$35,888*Excl. Govt. Charges","Canning Vale, WA","68,702 km",Petrol,drive.com.au/cars-for-sale/car/969491797/
2015,Holden,Captiva,"$12,349Drive Away","Caboolture, QLD","124,933 km",Petrol,drive.com.au/cars-for-sale/car/969491718/
2023,Chery,OMODA 5,"$29,990Drive Away","Cranbourne, VIC","7,577 km",Petrol,drive.com.au/cars-for-sale/car/969491417/
2022,Toyota,Landcruiser,"$131,483Drive Away","Midland, WA","27,600 km",Diesel,drive.com.au/cars-for-sale/car/969491390/
2023,Kia,Picanto,"$24,025Drive Away","Mackay, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969491484/
2017,Mercedes-Benz,C-Class,"$64,955Drive Away","Midland, WA","70,860 km",Petrol,drive.com.au/cars-for-sale/car/969491393/
2023,Kia,Sorento,"$57,090Drive Away","Mackay, QLD",10 km,Diesel,drive.com.au/cars-for-sale/car/969491485/
2023,Chery,OMODA 5,"$32,990Drive Away","Cranbourne, VIC","9,614 km",Petrol,drive.com.au/cars-for-sale/car/969491414/
2023,Kia,Carnival,"$54,405Drive Away","Mackay, QLD",10 km,Diesel,drive.com.au/cars-for-sale/car/969491486/
2018,Ford,Everest,"$44,990*Excl. Govt. Charges","Plympton, SA","56,723 km",Diesel,drive.com.au/cars-for-sale/car/969491453/
2023,Kia,Stonic,"$29,010Drive Away","Mackay, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969491487/
2021,Kia,Sorento,"$63,264*Excl. Govt. Charges","Oakleigh, VIC","16,508 km",Diesel,drive.com.au/cars-for-sale/car/969491456/
2014,INFINITI,Q50,"$19,512Drive Away","Midland, WA","75,000 km",Diesel,drive.com.au/cars-for-sale/car/969491541/
2023,Volkswagen,Arteon,"$72,990Drive Away","Liverpool, NSW",21 km,Petrol,drive.com.au/cars-for-sale/car/969491463/
2012,Mazda,3,"$9,258Drive Away","East Maitland NSW , NSW","146,466 km",Petrol,drive.com.au/cars-for-sale/car/969491468/
2010,Hyundai,i30,"$12,311Drive Away","Ingle Farm, SA","116,518 km",Petrol,drive.com.au/cars-for-sale/car/969491649/
2022,MG,HS,"$28,990Drive Away","Essendon Fields, VIC","31,449 km",Petrol,drive.com.au/cars-for-sale/car/969491469/
2023,SsangYong,Musso,"$41,500Drive Away","Port Macquarie , NSW",6 km,Diesel,drive.com.au/cars-for-sale/car/969491476/
2023,Kia,Cerato,"$39,825Drive Away","Mackay, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969491483/
2019,Hyundai,iLoad,"$37,988*Excl. Govt. Charges","Bentley , WA","94,006 km",Diesel,drive.com.au/cars-for-sale/car/969491504/
2019,Chevrolet,Camaro,"$125,660Drive Away","Midland, WA","9,017 km",Petrol,drive.com.au/cars-for-sale/car/969491533/
2022,Hyundai,Kona,"$26,950*Excl. Govt. Charges","Morley, WA","65,660 km",Petrol,drive.com.au/cars-for-sale/car/969491544/
2016,Renault,Trafic,"$24,999*Excl. Govt. Charges","Bentley , WA","122,027 km",Diesel,drive.com.au/cars-for-sale/car/969491546/
2017,Toyota,Hilux,"$39,990Drive Away",QLD,"142,900 km",Diesel,drive.com.au/cars-for-sale/car/969491558/
2023,Isuzu,MU-X,"$66,661Drive Away","Mt Gravatt, QLD",15 km,Diesel,drive.com.au/cars-for-sale/car/969491559/
2023,SsangYong,Korando,"$38,595Drive Away","Springwood, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969491562/
2020,Hyundai,iLoad,"$40,980Drive Away","Acacia Ridge, QLD","70,519 km",Diesel,drive.com.au/cars-for-sale/car/969491565/
2023,Mazda,CX-8,"$55,870Drive Away","Arncliffe, NSW",5 km,Petrol,drive.com.au/cars-for-sale/car/969491575/
2019,Hyundai,i30,"$28,990Drive Away","Ringwood, VIC","58,980 km",Petrol,drive.com.au/cars-for-sale/car/969491579/
2002,Toyota,Landcruiser,"$37,990*Excl. Govt. Charges","Midland, WA","400,000 km",Diesel,drive.com.au/cars-for-sale/car/969491586/
2022,LDV,T60,"$38,990Drive Away","Aspley, QLD","4,685 km",Diesel,drive.com.au/cars-for-sale/car/969491592/
2021,Porsche,Macan,"$105,900Drive Away","Newstead, QLD","18,148 km",Petrol,drive.com.au/cars-for-sale/car/969491596/
2017,Ford,Ranger,"$37,581Drive Away","Cannington, WA","69,841 km",Diesel,drive.com.au/cars-for-sale/car/969491601/
2014,Mazda,CX-5,"$20,548Drive Away","Edgewater, WA","128,597 km",Diesel,drive.com.au/cars-for-sale/car/969491620/
2023,Mazda,CX-8,"$55,790Drive Away","Kirrawee, NSW",8 km,Petrol,drive.com.au/cars-for-sale/car/969491640/
2020,Ford,Ranger,"$50,888Drive Away","Cairns, QLD","76,730 km",Diesel,drive.com.au/cars-for-sale/car/969491641/
2016,Hyundai,Santa Fe,"$24,990Drive Away","Kippa-Ring , QLD","87,312 km",Diesel,drive.com.au/cars-for-sale/car/969491239/
2017,Isuzu,D-MAX,"$25,745Drive Away","Minchinbury, NSW","157,139 km",Diesel,drive.com.au/cars-for-sale/car/969491228/
2016,Hyundai,Santa Fe,"$24,990Drive Away","Redcliffe, QLD","87,312 km",Diesel,drive.com.au/cars-for-sale/car/969491241/
2007,Honda,Accord,"$8,990Drive Away","Kippa-Ring , QLD","143,110 km",Petrol,drive.com.au/cars-for-sale/car/969491238/
2015,Holden,Commodore,"$31,190Drive Away",QLD,"168,856 km",Petrol,drive.com.au/cars-for-sale/car/969491284/
2007,Honda,Accord,"$8,990Drive Away","Redcliffe, QLD","143,110 km",Petrol,drive.com.au/cars-for-sale/car/969491240/
2020,Volkswagen,Polo,"$20,590Drive Away",QLD,"70,977 km",Petrol,drive.com.au/cars-for-sale/car/969491285/
2019,Kia,Sorento,"$36,983Drive Away","Essendon   , VIC","105,942 km",Diesel,drive.com.au/cars-for-sale/car/969491253/
2018,Toyota,Landcruiser Prado,"$57,990Drive Away","Mackay, QLD","110,424 km",Diesel,drive.com.au/cars-for-sale/car/969491297/
2015,Mitsubishi,Triton,"$26,990Drive Away","Aspley, QLD","117,497 km",Diesel,drive.com.au/cars-for-sale/car/969491273/
2015,Mercedes-Benz,CLA-Class,"$46,990*Excl. Govt. Charges","Canning Vale, WA","93,029 km",Petrol,drive.com.au/cars-for-sale/car/969491316/
2017,Holden,Astra,"$14,410Drive Away",QLD,"136,000 km",Petrol,drive.com.au/cars-for-sale/car/969491283/
2020,Isuzu,D-MAX,"$46,888*Excl. Govt. Charges","Canning Vale, WA","72,849 km",Diesel,drive.com.au/cars-for-sale/car/969491318/
2020,Honda,CR-V,"$31,990Drive Away","Mackay, QLD","58,183 km",Petrol,drive.com.au/cars-for-sale/car/969491296/
2021,Mercedes-Benz,GLE-Class,"$109,899*Excl. Govt. Charges","Canning Vale, WA","56,127 km",Diesel,drive.com.au/cars-for-sale/car/969491319/
2020,Haval,H2,"$19,455Drive Away","Tweed Heads, NSW","77,182 km",Petrol,drive.com.au/cars-for-sale/car/969491309/
2023,Isuzu,D-MAX,"$52,892Drive Away","Brendale, QLD",25 km,Diesel,drive.com.au/cars-for-sale/car/969491323/
2020,Isuzu,D-MAX,"$46,888*Excl. Govt. Charges","Canning Vale, WA","60,289 km",Diesel,drive.com.au/cars-for-sale/car/969491315/
2021,MG,HS,"$22,650Drive Away","Penrith, NSW","59,329 km",Petrol,drive.com.au/cars-for-sale/car/969491334/
2022,Isuzu,D-MAX,"$48,990Drive Away","Brendale, QLD","4,563 km",Diesel,drive.com.au/cars-for-sale/car/969491322/
2021,Isuzu,D-MAX,"$47,488*Excl. Govt. Charges","Canning Vale, WA","73,182 km",Diesel,drive.com.au/cars-for-sale/car/969491321/
2021,MG,HS,"$22,650Drive Away","Penrith, NSW","54,572 km",Petrol,drive.com.au/cars-for-sale/car/969491333/
2023,Isuzu,D-MAX,"$54,437Drive Away","Brendale, QLD",25 km,Diesel,drive.com.au/cars-for-sale/car/969491324/
2023,Isuzu,D-MAX,"$63,501Drive Away","Nundah, QLD",18 km,Diesel,drive.com.au/cars-for-sale/car/969491337/
